鳥種,數量,距離,結群,備註,組別,樣點編號,"棲地類型
 (其他說明)",X座標,Y座標,調查者,"調查旅次
編號",天氣代號,"開始時間
（時）","開始時間
（分）",年,月,日,科名,物種來源
夜鷺,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、林秩緯,8.0,C,17,0,2024,5,6,鷺,原生
黑領椋鳥,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、林秩緯,8.0,C,17,0,2024,5,6,椋鳥,原生
家燕,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、林秩緯,8.0,C,17,0,2024,5,6,燕,原生
夜鷺,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、林秩緯,8.0,C,17,0,2024,5,6,鷺,原生
金背鳩,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、林秩緯,8.0,C,17,0,2024,5,6,鳩鴿,特有
黑領椋鳥,3.0,,N,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、林秩緯,8.0,C,17,0,2024,5,6,椋鳥,原生
白尾八哥,2.0,,N,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、林秩緯,8.0,C,17,0,2024,5,6,椋鳥,入侵
白腹秧雞,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、林秩緯,8.0,C,17,0,2024,5,6,秧雞,原生
白頭翁,2.0,,N,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、林秩緯,8.0,C,17,0,2024,5,6,鵯,特有
五色鳥,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、林秩緯,8.0,C,17,0,2024,5,6,擬啄木,特有
白尾八哥,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、林秩緯,8.0,C,17,0,2024,5,6,椋鳥,入侵
紅冠水雞,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、林秩緯,8.0,C,17,0,2024,5,6,秧雞,原生
麻雀,1.0,,N,,6,H1,G2,121.53977,25.01728,張家昀、王志惠,9.0,B,9,7,2024,5,10,雀,原生
麻雀,1.0,,N,,6,H1,G2,121.53977,25.01728,張家昀、王志惠,9.0,B,9,7,2024,5,10,雀,原生
白頭翁,2.0,,N,,6,H1,G2,121.53977,25.01728,張家昀、王志惠,9.0,B,9,7,2024,5,10,鵯,特有
麻雀,1.0,,N,,6,H1,G2,121.53977,25.01728,張家昀、王志惠,9.0,B,9,7,2024,5,10,雀,原生
麻雀,3.0,,N,,6,H1,G2,121.53977,25.01728,張家昀、王志惠,9.0,B,9,7,2024,5,10,雀,原生
黑領椋鳥,1.0,,N,,6,H1,G2,121.53977,25.01728,張家昀、王志惠,9.0,B,9,7,2024,5,10,椋鳥,原生
白尾八哥,2.0,,N,,6,H1,G2,121.53977,25.01728,張家昀、王志惠,9.0,B,9,7,2024,5,10,椋鳥,入侵
麻雀,2.0,,N,,6,H1,G2,121.53977,25.01728,張家昀、王志惠,9.0,B,9,7,2024,5,10,雀,原生
麻雀,1.0,,N,,6,H1,G2,121.53977,25.01728,張家昀、王志惠,9.0,B,9,7,2024,5,10,雀,原生
麻雀,2.0,,N,,6,H1,G2,121.53977,25.01728,張家昀、王志惠,9.0,B,9,7,2024,5,10,雀,原生
麻雀,1.0,,N,,6,H1,G2,121.53977,25.01728,張家昀、王志惠,9.0,B,9,18,2024,5,10,雀,原生
五色鳥,1.0,,N,,6,G1,"D2,G2",121.54222,25.01647,張家昀、王志惠,9.0,B,9,18,2024,5,10,擬啄木,特有
黃頭鷺,1.0,,N,,6,G1,"D2,G2",121.54222,25.01647,張家昀、王志惠,9.0,B,9,18,2024,5,10,鷺,原生
大卷尾,1.0,,N,,6,G1,"D2,G2",121.54222,25.01647,張家昀、王志惠,9.0,B,9,18,2024,5,10,卷尾,特有
白頭翁,2.0,,N,,6,G1,"D2,G2",121.54222,25.01647,張家昀、王志惠,9.0,B,9,18,2024,5,10,鵯,特有
白尾八哥,2.0,,N,,6,G1,"D2,G2",121.54222,25.01647,張家昀、王志惠,9.0,B,9,18,2024,5,10,椋鳥,入侵
五色鳥,1.0,,N,,6,G1,"D2,G2",121.54222,25.01647,張家昀、王志惠,9.0,B,9,18,2024,5,10,擬啄木,特有
白頭翁,1.0,,N,,6,G1,"D2,G2",121.54222,25.01647,張家昀、王志惠,9.0,B,9,18,2024,5,10,鵯,特有
白尾八哥,1.0,,N,,6,G1,"D2,G2",121.54222,25.01647,張家昀、王志惠,9.0,B,9,18,2024,5,10,椋鳥,入侵
麻雀,1.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、王志惠,9.0,B,9,27,2024,5,10,雀,原生
白頭翁,1.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、王志惠,9.0,B,9,27,2024,5,10,鵯,特有
麻雀,1.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、王志惠,9.0,B,9,27,2024,5,10,雀,原生
喜鵲,2.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、王志惠,9.0,B,9,27,2024,5,10,鴉,原生
麻雀,1.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、王志惠,9.0,B,9,27,2024,5,10,雀,原生
麻雀,1.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、王志惠,9.0,B,9,27,2024,5,10,雀,原生
白頭翁,1.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、王志惠,9.0,B,9,27,2024,5,10,鵯,特有
白尾八哥,1.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、王志惠,9.0,B,9,27,2024,5,10,椋鳥,入侵
家燕,2.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、王志惠,9.0,B,9,27,2024,5,10,燕,原生
麻雀,3.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、王志惠,9.0,B,9,27,2024,5,10,雀,原生
家燕,2.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、王志惠,9.0,B,9,27,2024,5,10,燕,原生
白頭翁,1.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、王志惠,9.0,B,9,27,2024,5,10,鵯,特有
家燕,3.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、王志惠,9.0,B,9,27,2024,5,10,燕,原生
白頭翁,1.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、王志惠,9.0,B,9,27,2024,5,10,鵯,特有
金背鳩,1.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、王志惠,9.0,B,9,27,2024,5,10,鳩鴿,特有
紅嘴黑鵯,2.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、王志惠,9.0,B,9,27,2024,5,10,鵯,原生
白頭翁,2.0,,N,,6,G3,G2,121.54222,25.01647,張家昀、王志惠,9.0,B,9,36,2024,5,10,鵯,特有
白尾八哥,1.0,,N,,6,G3,G2,121.54222,25.01647,張家昀、王志惠,9.0,B,9,36,2024,5,10,椋鳥,入侵
白頭翁,2.0,,N,,6,G3,G2,121.54222,25.01647,張家昀、王志惠,9.0,B,9,36,2024,5,10,鵯,特有
白尾八哥,2.0,,N,,6,G3,G2,121.54222,25.01647,張家昀、王志惠,9.0,B,9,36,2024,5,10,椋鳥,入侵
白頭翁,1.0,,N,,6,G3,G2,121.54222,25.01647,張家昀、王志惠,9.0,B,9,36,2024,5,10,鵯,特有
麻雀,2.0,,N,,6,G3,G2,121.54222,25.01647,張家昀、王志惠,9.0,B,9,36,2024,5,10,雀,原生
麻雀,1.0,,N,,6,G3,G2,121.54222,25.01647,張家昀、王志惠,9.0,B,9,36,2024,5,10,雀,原生
白頭翁,1.0,,N,,6,G3,G2,121.54222,25.01647,張家昀、王志惠,9.0,B,9,36,2024,5,10,鵯,特有
白尾八哥,2.0,,N,,6,H2,"D2,G2",121.53967,25.01611,張家昀,9.0,B,9,47,2024,5,10,椋鳥,入侵
紅冠水雞,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,張家昀,9.0,B,9,47,2024,5,10,秧雞,原生
麻雀,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,張家昀,9.0,B,9,47,2024,5,10,雀,原生
白頭翁,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,張家昀,9.0,B,9,47,2024,5,10,鵯,特有
白尾八哥,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,張家昀,9.0,B,9,47,2024,5,10,椋鳥,入侵
五色鳥,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,張家昀,9.0,B,9,47,2024,5,10,擬啄木,特有
白頭翁,2.0,,N,,6,H3,"B1,B4",121.54113,25.0154,王志惠,9.0,B,9,47,2024,5,10,鵯,特有
家燕,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,王志惠,9.0,B,9,47,2024,5,10,燕,原生
白尾八哥,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,王志惠,9.0,B,9,47,2024,5,10,椋鳥,入侵
家燕,2.0,,N,,6,H3,"B1,B4",121.54113,25.0154,王志惠,9.0,B,9,47,2024,5,10,燕,原生
金背鳩,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,王志惠,9.0,B,9,47,2024,5,10,鳩鴿,特有
綠繡眼,2.0,,N,,6,H3,"B1,B4",121.54113,25.0154,王志惠,9.0,B,9,47,2024,5,10,繡眼,原生
白頭翁,2.0,,N,,6,H3,"B1,B4",121.54113,25.0154,王志惠,9.0,B,9,47,2024,5,10,鵯,特有
黑領椋鳥,2.0,,N,,6,H3,"B1,B4",121.54113,25.0154,王志惠,9.0,B,9,47,2024,5,10,椋鳥,原生
白頭翁,2.0,,N,,6,H3,"B1,B4",121.54113,25.0154,王志惠,9.0,B,9,47,2024,5,10,鵯,特有
綠繡眼,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,王志惠,9.0,B,9,47,2024,5,10,繡眼,原生
家八哥,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,王志惠,9.0,B,9,47,2024,5,10,椋鳥,入侵
白尾八哥,2.0,,N,,6,H3,"B1,B4",121.54113,25.0154,王志惠,9.0,B,9,47,2024,5,10,椋鳥,入侵
黑領椋鳥,1.0,,N,,6,G1,"D2,G2",121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,30,2024,5,14,椋鳥,原生
白頭翁,1.0,,N,,6,G1,"D2,G2",121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,30,2024,5,14,鵯,特有
五色鳥,1.0,,N,,6,G1,"D2,G2",121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,30,2024,5,14,擬啄木,特有
喜鵲,1.0,,N,,6,G1,"D2,G2",121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,30,2024,5,14,鴉,原生
白頭翁,1.0,,N,,6,G1,"D2,G2",121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,30,2024,5,14,鵯,特有
白頭翁,1.0,,N,,6,G1,"D2,G2",121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,30,2024,5,14,鵯,特有
黑領椋鳥,3.0,,N,,6,G2,G2,121.54193,25.01773,曾欣婕、藍彥龍,9.0,B,17,39,2024,5,14,椋鳥,原生
白頭翁,1.0,,N,,6,G2,G2,121.54193,25.01773,曾欣婕、藍彥龍,9.0,B,17,39,2024,5,14,鵯,特有
綠繡眼,1.0,,N,,6,G2,G2,121.54193,25.01773,曾欣婕、藍彥龍,9.0,B,17,39,2024,5,14,繡眼,原生
家燕,1.0,,N,,6,G2,G2,121.54193,25.01773,曾欣婕、藍彥龍,9.0,B,17,39,2024,5,14,燕,原生
黑冠麻鷺,1.0,,N,,6,G2,G2,121.54193,25.01773,曾欣婕、藍彥龍,9.0,B,17,39,2024,5,14,鷺,原生
白頭翁,1.0,,N,,6,G2,G2,121.54193,25.01773,曾欣婕、藍彥龍,9.0,B,17,39,2024,5,14,鵯,特有
白頭翁,1.0,,N,,6,G2,G2,121.54193,25.01773,曾欣婕、藍彥龍,9.0,B,17,39,2024,5,14,鵯,特有
家燕,1.0,,N,,6,G2,G2,121.54193,25.01773,曾欣婕、藍彥龍,9.0,B,17,39,2024,5,14,燕,原生
白頭翁,2.0,,N,,6,G2,G2,121.54193,25.01773,曾欣婕、藍彥龍,9.0,B,17,39,2024,5,14,鵯,特有
麻雀,1.0,,N,,6,G2,G2,121.54193,25.01773,曾欣婕、藍彥龍,9.0,B,17,39,2024,5,14,雀,原生
家燕,1.0,,N,,6,G2,G2,121.54193,25.01773,曾欣婕、藍彥龍,9.0,B,17,39,2024,5,14,燕,原生
五色鳥,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,擬啄木,特有
白頭翁,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,鵯,特有
家燕,2.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,燕,原生
白頭翁,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,鵯,特有
麻雀,3.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,雀,原生
家燕,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,燕,原生
五色鳥,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,擬啄木,特有
金背鳩,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,鳩鴿,特有
白頭翁,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,鵯,特有
樹鵲,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,鴉,原生
黑領椋鳥,3.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,椋鳥,原生
喜鵲,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,鴉,原生
白尾八哥,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,椋鳥,入侵
白頭翁,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,鵯,特有
綠繡眼,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,繡眼,原生
麻雀,2.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,雀,原生
鵲鴝,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,鶲,原生
白尾八哥,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,椋鳥,入侵
麻雀,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,雀,原生
麻雀,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,雀,原生
白頭翁,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,鵯,特有
家燕,3.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,燕,原生
五色鳥,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,擬啄木,特有
白尾八哥,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,椋鳥,入侵
白頭翁,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,鵯,特有
麻雀,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,雀,原生
白尾八哥,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,椋鳥,入侵
麻雀,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,雀,原生
白尾八哥,1.0,,N,,6,G3,G2,121.54222,25.01647,曾欣婕、藍彥龍,9.0,B,17,47,2024,5,14,椋鳥,入侵
白頭翁,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,鵯,特有
麻雀,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,雀,原生
白頭翁,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,鵯,特有
樹鵲,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,鴉,原生
白頭翁,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,鵯,特有
夜鷺,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,鷺,原生
家燕,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,燕,原生
綠鳩,2.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,鳩鴿,原生
白頭翁,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,鵯,特有
家燕,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,燕,原生
白頭翁,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,鵯,特有
白頭翁,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,鵯,特有
白尾八哥,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,椋鳥,入侵
家八哥,3.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,椋鳥,入侵
白頭翁,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,鵯,特有
白頭翁,5.0,,Y,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,鵯,特有
白頭翁,2.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,鵯,特有
白頭翁,3.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,鵯,特有
白頭翁,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,鵯,特有
白頭翁,3.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,鵯,特有
白頭翁,3.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,17,59,2024,5,14,鵯,特有
麻雀,13.0,,Y,,6,H1,G2,121.53977,25.01728,曾欣婕、藍彥龍,9.0,B,18,10,2024,5,14,雀,原生
喜鵲,3.0,,N,,6,H1,G2,121.53977,25.01728,曾欣婕、藍彥龍,9.0,B,18,10,2024,5,14,鴉,原生
白頭翁,1.0,,N,,6,H1,G2,121.53977,25.01728,曾欣婕、藍彥龍,9.0,B,18,10,2024,5,14,鵯,特有
白頭翁,1.0,,N,,6,H1,G2,121.53977,25.01728,曾欣婕、藍彥龍,9.0,B,18,10,2024,5,14,鵯,特有
金背鳩,1.0,,N,,6,H1,G2,121.53977,25.01728,曾欣婕、藍彥龍,9.0,B,18,10,2024,5,14,鳩鴿,特有
金背鳩,1.0,,N,,6,H1,G2,121.53977,25.01728,曾欣婕、藍彥龍,9.0,B,18,10,2024,5,14,鳩鴿,特有
麻雀,1.0,,N,,6,H1,G2,121.53977,25.01728,曾欣婕、藍彥龍,9.0,B,18,10,2024,5,14,雀,原生
金背鳩,2.0,,N,,6,H1,G2,121.53977,25.01728,曾欣婕、藍彥龍,9.0,B,18,10,2024,5,14,鳩鴿,特有
麻雀,1.0,,N,,6,H1,G2,121.53977,25.01728,曾欣婕、藍彥龍,9.0,B,18,10,2024,5,14,雀,原生
白尾八哥,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,18,19,2024,5,14,椋鳥,入侵
白頭翁,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,18,19,2024,5,14,鵯,特有
家燕,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,18,19,2024,5,14,燕,原生
家燕,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,18,19,2024,5,14,燕,原生
家八哥,4.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,18,19,2024,5,14,椋鳥,入侵
夜鷺,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,18,19,2024,5,14,鷺,原生
洋燕,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,18,19,2024,5,14,燕,原生
家八哥,7.0,,Y,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,18,19,2024,5,14,椋鳥,入侵
白頭翁,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,18,19,2024,5,14,鵯,特有
家燕,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,18,19,2024,5,14,燕,原生
白腹秧雞,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、藍彥龍,9.0,B,18,19,2024,5,14,秧雞,原生
家八哥,1.0,,N,,6,G3,G2,121.54222,25.01647,張家昀、藍彥龍,10.0,B,16,36,2024,5,15,椋鳥,入侵
白頭翁,1.0,,N,,6,G3,G2,121.54222,25.01647,張家昀、藍彥龍,10.0,B,16,36,2024,5,15,鵯,特有
白頭翁,1.0,,N,,6,G3,G2,121.54222,25.01647,張家昀、藍彥龍,10.0,B,16,36,2024,5,15,鵯,特有
綠繡眼,3.0,,N,,6,G3,G2,121.54222,25.01647,張家昀、藍彥龍,10.0,B,16,36,2024,5,15,繡眼,原生
白頭翁,1.0,,N,,6,G3,G2,121.54222,25.01647,張家昀、藍彥龍,10.0,B,16,36,2024,5,15,鵯,特有
麻雀,2.0,,N,,6,G3,G2,121.54222,25.01647,張家昀、藍彥龍,10.0,B,16,36,2024,5,15,雀,原生
金背鳩,1.0,,N,,6,G3,G2,121.54222,25.01647,張家昀、藍彥龍,10.0,B,16,36,2024,5,15,鳩鴿,特有
家燕,3.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、藍彥龍,10.0,B,16,46,2024,5,15,燕,原生
金背鳩,1.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、藍彥龍,10.0,B,16,46,2024,5,15,鳩鴿,特有
五色鳥,1.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、藍彥龍,10.0,B,16,46,2024,5,15,擬啄木,特有
金背鳩,1.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、藍彥龍,10.0,B,16,46,2024,5,15,鳩鴿,特有
紅嘴黑鵯,1.0,,N,,6,G2,G2,121.54193,25.01773,張家昀、藍彥龍,10.0,B,16,46,2024,5,15,鵯,原生
白頭翁,2.0,,N,,6,G1,"D2,G2",121.54222,25.01647,張家昀、藍彥龍,10.0,B,16,54,2024,5,15,鵯,特有
家燕,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、王志惠、林秩緯,10.0,B,16,37,2024,5,15,燕,原生
白尾八哥,2.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、王志惠、林秩緯,10.0,B,16,37,2024,5,15,椋鳥,入侵
紅嘴黑鵯,2.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、王志惠、林秩緯,10.0,B,16,37,2024,5,15,鵯,原生
白尾八哥,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、王志惠、林秩緯,10.0,B,16,37,2024,5,15,椋鳥,入侵
白頭翁,1.0,,N,,6,H1,G2,121.53977,25.01728,曾欣婕、王志惠、林秩緯,10.0,B,16,49,2024,5,15,鵯,特有
家八哥,1.0,,N,,6,H1,G2,121.53977,25.01728,曾欣婕、王志惠、林秩緯,10.0,B,16,49,2024,5,15,椋鳥,入侵
麻雀,1.0,,N,,6,H1,G2,121.53977,25.01728,曾欣婕、王志惠、林秩緯,10.0,B,16,49,2024,5,15,雀,原生
黑領椋鳥,1.0,,N,,6,H1,G2,121.53977,25.01728,曾欣婕、王志惠、林秩緯,10.0,B,16,49,2024,5,15,椋鳥,原生
家八哥,2.0,,N,,6,H1,G2,121.53977,25.01728,曾欣婕、王志惠、林秩緯,10.0,B,16,49,2024,5,15,椋鳥,入侵
麻雀,1.0,,N,,6,H1,G2,121.53977,25.01728,曾欣婕、王志惠、林秩緯,10.0,B,16,49,2024,5,15,雀,原生
五色鳥,1.0,,N,,6,H1,G2,121.53977,25.01728,曾欣婕、王志惠、林秩緯,10.0,B,16,49,2024,5,15,擬啄木,特有
黑領椋鳥,1.0,,N,,6,H1,G2,121.53977,25.01728,曾欣婕、王志惠、林秩緯,10.0,B,16,49,2024,5,15,椋鳥,原生
麻雀,3.0,,N,,6,H1,G2,121.53977,25.01728,曾欣婕、王志惠、林秩緯,10.0,B,16,49,2024,5,15,雀,原生
麻雀,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、王志惠、林秩緯,10.0,B,17,0,2024,5,15,雀,原生
白頭翁,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、王志惠、林秩緯,10.0,B,17,0,2024,5,15,鵯,特有
洋燕,2.0,,N,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、王志惠、林秩緯,10.0,B,17,0,2024,5,15,燕,原生
麻雀,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、王志惠、林秩緯,10.0,B,17,0,2024,5,15,雀,原生
家八哥,5.0,,Y,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、王志惠、林秩緯,10.0,B,17,0,2024,5,15,椋鳥,入侵
白頭翁,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、王志惠、林秩緯,10.0,B,17,0,2024,5,15,鵯,特有
白頭翁,1.0,,N,,6,H2,"D2,G2",121.53967,25.01611,曾欣婕、王志惠、林秩緯,10.0,B,17,0,2024,5,15,鵯,特有
家八哥,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、王志惠、林秩緯,10.0,B,16,37,2024,5,15,椋鳥,入侵
家八哥,1.0,,N,,6,H3,"B1,B4",121.54113,25.0154,曾欣婕、王志惠、林秩緯,10.0,B,16,37,2024,5,15,椋鳥,入侵
